date,door_h00,door_h01,door_h02,door_h03,door_h04,door_h05,door_h06,door_h07,door_h08,door_h09,door_h10,door_h11,door_h12,door_h13,door_h14,door_h15,door_h16,door_h17,door_h18,door_h19,door_h20,door_h21,door_h22,door_h23,light_h00,light_h01,light_h02,light_h03,light_h04,light_h05,light_h06,light_h07,light_h08,light_h09,light_h10,light_h11,light_h12,light_h13,light_h14,light_h15,light_h16,light_h17,light_h18,light_h19,light_h20,light_h21,light_h22,light_h23,other_h00,other_h01,other_h02,other_h03,other_h04,other_h05,other_h06,other_h07,other_h08,other_h09,other_h10,other_h11,other_h12,other_h13,other_h14,other_h15,other_h16,other_h17,other_h18,other_h19,other_h20,other_h21,other_h22,other_h23
2010-11-14,0.0,0.0,0.0,0.0,0.0,0.0,52.0,18.0,38.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,12.0,4.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,135.0,147.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,112.0,98.0,74.0,124.0,206.0,120.0,112.0,4.0,2.0,10.0,14.0,20.0,13.0,633.0,397.0,177.0,0.0,0.0,0.0,332.0,44.0,36.0,0.0,2.0,424.0,112.0,46.0,104.0,98.0,0.0,106.0
2010-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,44.0,10.0,0.0,0.0,22.0,200.0,26.0,0.0,0.0,74.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,236.0,130.0,20.0,0.0,0.0,62.0,186.0,64.0,0.0,0.0,174.0,72.0,166.0,18.0,24.0,76.0,4.0,0.0,0.0,2.0,82.0,18.0,352.0,208.0,52.0,418.0,60.0,0.0,0.0,68.0,452.0,94.0,0.0,0.0,264.0,50.0,154.0,162.0,180.0
2010-11-16,0.0,1.0,3.0,4.0,4.0,6.0,4.0,7.0,1.0,68.0,36.0,40.0,4.0,20.0,16.0,36.0,24.0,24.0,4.0,0.0,14.0,6.0,4.0,16.0,0.0,5.0,15.0,20.0,20.0,30.0,20.0,35.0,8.0,229.0,52.0,216.0,4.0,200.0,60.0,132.0,186.0,92.0,114.0,60.0,166.0,102.0,93.0,143.0,122.0,49.0,93.0,110.0,138.0,148.0,104.0,185.0,100.0,363.0,396.0,184.0,212.0,332.0,80.0,252.0,130.0,616.0,4.0,0.0,166.0,70.0,16.0,180.0
2010-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,98.0,2.0,6.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,52.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,126.0,166.0,94.0,70.0,131.0,272.0,16.0,56.0,64.0,12.0,0.0,8.0,422.0,444.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,466.0,4.0,36.0,0.0,72.0
2010-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,28.0,0.0,0.0,0.0,40.0,6.0,4.0,0.0,72.0,42.0,8.0,4.0,2.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,298.0,156.0,0.0,0.0,0.0,228.0,112.0,116.0,210.0,188.0,140.0,120.0,104.0,46.0,224.0,2.0,2.0,0.0,0.0,50.0,4.0,6.0,4.0,50.0,610.0,310.0,0.0,0.0,0.0,826.0,108.0,12.0,20.0,298.0,54.0,144.0,68.0,36.0
2010-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,94.0,12.0,0.0,0.0,0.0,18.0,8.0,4.0,0.0,34.0,18.0,0.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,98.0,475.0,67.0,164.0,0.0,0.0,0.0,90.0,158.0,12.0,90.0,184.0,144.0,66.0,142.0,188.0,124.0,2.0,0.0,2.0,0.0,2.0,0.0,250.0,276.0,0.0,218.0,270.0,0.0,0.0,0.0,228.0,45.0,137.0,0.0,426.0,54.0,0.0,2.0,80.0
2010-11-20,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,8.0,20.0,18.0,12.0,68.0,4.0,33.0,111.0,96.0,4.0,26.0,14.0,4.0,4.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,78.0,153.0,225.0,202.0,168.0,34.0,0.0,316.0,270.0,192.0,155.0,263.0,168.0,108.0,82.0,248.0,8.0,4.0,62.0,0.0,0.0,2.0,4.0,328.0,712.0,86.0,356.0,661.0,423.0,314.0,34.0,212.0,572.0,1158.0,336.0,472.0,168.0,126.0,84.0
2010-11-21,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,26.0,0.0,0.0,28.0,0.0,12.0,4.0,12.0,8.0,2.0,18.0,14.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,52.0,68.0,0.0,0.0,166.0,0.0,160.0,4.0,112.0,188.0,40.0,104.0,92.0,10.0,150.0,0.0,0.0,104.0,0.0,10.0,6.0,2.0,2.0,296.0,318.0,178.0,0.0,0.0,920.0,198.0,334.0,20.0,934.0,62.0,14.0,194.0,126.0,0.0,170.0,88.0,10.0
2010-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,26.0,12.0,10.0,38.0,42.0,4.0,8.0,0.0,8.0,24.0,12.0,10.0,16.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,32.0,196.0,182.0,270.0,300.0,98.0,288.0,178.0,140.0,102.0,428.0,304.0,124.0,110.0,188.0,118.0,170.0,0.0,0.0,0.0,2.0,12.0,70.0,304.0,122.0,182.0,924.0,22.0,230.0,522.0,488.0,28.0,94.0,0.0,128.0,316.0,142.0,24.0,94.0,34.0,46.0
2010-11-23,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,14.0,10.0,22.0,0.0,28.0,18.0,4.0,10.0,10.0,4.0,16.0,8.0,0.0,10.0,64.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,68.0,356.0,66.0,90.0,172.0,431.0,289.0,182.0,184.0,148.0,142.0,114.0,206.0,154.0,64.0,232.0,244.0,0.0,0.0,0.0,0.0,50.0,2.0,2.0,338.0,140.0,430.0,164.0,188.0,0.0,591.0,363.0,98.0,136.0,138.0,40.0,104.0,60.0,0.0,274.0
2010-11-24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,22.0,0.0,32.0,68.0,8.0,8.0,42.0,32.0,24.0,26.0,8.0,4.0,0.0,2.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,325.0,193.0,0.0,345.0,199.0,58.0,64.0,152.0,144.0,358.0,248.0,156.0,106.0,74.0,104.0,204.0,6.0,6.0,12.0,8.0,30.0,0.0,2.0,472.0,194.0,271.0,0.0,144.0,402.0,125.0,862.0,1000.0,783.0,255.0,194.0,110.0,90.0,0.0,84.0
2010-11-25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,8.0,38.0,54.0,44.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,4.0,44.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,288.0,270.0,48.0,319.0,269.0,284.0,438.0,171.0,49.0,0.0,0.0,0.0,0.0,3.0,303.0,202.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,450.0,124.0,792.0,792.0,722.0,795.0,657.0,38.0,416.0,120.0,0.0,0.0,0.0,0.0,58.0,302.0
2010-11-26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,16.0,0.0,0.0,34.0,92.0,98.0,24.0,2.0,14.0,6.0,4.0,0.0,22.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,300.0,158.0,0.0,0.0,226.0,332.0,518.0,102.0,110.0,252.0,114.0,230.0,182.0,316.0,122.0,0.0,0.0,2.0,8.0,44.0,0.0,10.0,32.0,300.0,272.0,192.0,0.0,0.0,356.0,444.0,258.0,250.0,42.0,202.0,142.0,66.0,12.0,236.0
2010-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,14.0,0.0,4.0,42.0,22.0,8.0,2.0,30.0,18.0,4.0,8.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,230.0,254.0,356.0,296.0,336.0,344.0,86.0,212.0,50.0,248.0,140.0,84.0,154.0,190.0,86.0,212.0,0.0,8.0,0.0,4.0,56.0,10.0,14.0,136.0,386.0,162.0,230.0,0.0,38.0,474.0,114.0,202.0,95.0,225.0,88.0,112.0,48.0,64.0,146.0
2010-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,20.0,26.0,14.0,16.0,28.0,14.0,6.0,24.0,12.0,8.0,10.0,26.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,184.0,2.0,54.0,4.0,134.0,54.0,18.0,80.0,172.0,88.0,114.0,122.0,52.0,89.0,6.0,8.0,2.0,4.0,2.0,72.0,4.0,4.0,524.0,124.0,386.0,369.0,597.0,452.0,386.0,316.0,178.0,930.0,126.0,116.0,48.0,260.0,36.0,70.0
2010-11-29,12.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,6.0,54.0,26.0,0.0,0.0,0.0,10.0,26.0,78.0,0.0,50.0,18.0,6.0,6.0,2.0,8.0,71.0,0.0,0.0,0.0,0.0,0.0,70.0,44.0,256.0,162.0,74.0,0.0,0.0,0.0,126.0,216.0,168.0,0.0,150.0,172.0,81.0,95.0,118.0,192.0,254.0,104.0,0.0,0.0,0.0,2.0,95.0,367.0,110.0,384.0,244.0,0.0,0.0,0.0,14.0,402.0,332.0,0.0,342.0,38.0,82.0,128.0,8.0,186.0
2010-11-30,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,48.0,30.0,0.0,8.0,16.0,26.0,310.0,66.0,82.0,30.0,10.0,28.0,2.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,50.0,64.0,238.0,0.0,6.0,148.0,426.0,458.0,428.0,196.0,105.0,97.0,112.0,76.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,194.0,500.0,388.0,325.0,0.0,100.0,146.0,909.0,524.0,404.0,320.0,262.0,98.0,204.0,163.0,22.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,102.0,52.0,0.0,22.0,22.0,34.0,16.0,16.0,62.0,0.0,8.0,62.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,126.0,42.0,0.0,138.0,248.0,160.0,196.0,250.0,138.0,90.0,104.0,250.0,200.0,114.0,4.0,0.0,0.0,2.0,0.0,10.0,2.0,10.0,92.0,393.0,770.0,118.0,0.0,32.0,123.0,575.0,68.0,126.0,350.0,24.0,8.0,222.0,64.0,238.0
2010-12-02,0.0,0.0,0.0,0.0,0.0,0.0,4.0,68.0,78.0,0.0,0.0,98.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,36.0,238.0,16.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,114.0,150.0,86.0,0.0,0.0,94.0,0.0,0.0,0.0,136.0,132.0,22.0,34.0,312.0,176.0,184.0,112.0,112.0,126.0,0.0,0.0,0.0,38.0,108.0,254.0,506.0,264.0,0.0,0.0,566.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,88.0,392.0,122.0,2.0,150.0
2010-12-03,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,72.0,92.0,0.0,0.0,0.0,3.0,13.0,16.0,4.0,12.0,4.0,8.0,0.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,392.0,356.0,114.0,0.0,0.0,0.0,2.0,168.0,136.0,188.0,172.0,170.0,288.0,252.0,136.0,136.0,0.0,2.0,10.0,12.0,14.0,6.0,22.0,286.0,87.0,375.0,222.0,0.0,0.0,0.0,14.0,360.0,282.0,22.0,228.0,18.0,218.0,0.0,118.0
2010-12-04,14.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,12.0,34.0,54.0,0.0,0.0,0.0,2.0,44.0,12.0,60.0,120.0,0.0,40.0,2.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,188.0,250.0,308.0,108.0,0.0,0.0,0.0,14.0,198.0,156.0,128.0,108.0,149.0,177.0,92.0,0.0,192.0,0.0,2.0,6.0,8.0,0.0,0.0,252.0,370.0,257.0,415.0,168.0,0.0,0.0,0.0,148.0,424.0,82.0,128.0,484.0,0.0,364.0,110.0,40.0
2010-12-05,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,9.0,0.0,0.0,42.0,0.0,60.0,66.0,4.0,0.0,132.0,86.0,14.0,22.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,88.0,42.0,116.0,0.0,0.0,138.0,0.0,108.0,90.0,10.0,0.0,124.0,370.0,232.0,318.0,136.0,70.0,0.0,6.0,6.0,12.0,8.0,54.0,61.0,403.0,458.0,246.0,0.0,0.0,492.0,194.0,1226.0,1168.0,861.0,661.0,1119.0,785.0,435.0,521.0,6.0,136.0,42.0
2010-12-06,0.0,0.0,0.0,0.0,0.0,0.0,45.0,359.0,66.0,24.0,102.0,22.0,0.0,4.0,20.0,18.0,10.0,26.0,14.0,16.0,24.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,975.0,272.0,388.0,124.0,140.0,0.0,64.0,206.0,156.0,100.0,178.0,126.0,287.0,103.0,98.0,34.0,136.0,18.0,18.0,22.0,58.0,42.0,258.0,400.0,894.0,608.0,54.0,638.0,236.0,0.0,142.0,628.0,370.0,224.0,48.0,364.0,286.0,40.0,54.0,0.0,252.0
2010-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,112.0,26.0,0.0,0.0,10.0,184.0,164.0,217.0,127.0,24.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,234.0,134.0,262.0,0.0,0.0,92.0,114.0,98.0,158.0,420.0,204.0,186.0,98.0,76.0,0.0,108.0,2.0,10.0,12.0,8.0,43.0,0.0,0.0,464.0,296.0,476.0,290.0,0.0,0.0,194.0,888.0,879.0,845.0,1052.0,52.0,2.0,56.0,128.0,134.0
2010-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,54.0,20.0,0.0,0.0,10.0,38.0,9.0,113.0,0.0,22.0,0.0,36.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,276.0,306.0,92.0,0.0,0.0,54.0,300.0,93.0,151.0,124.0,178.0,155.0,240.0,138.0,148.0,8.0,2.0,2.0,16.0,37.0,4.0,0.0,0.0,137.0,319.0,674.0,310.0,0.0,0.0,240.0,212.0,248.0,428.0,0.0,176.0,0.0,302.0,0.0,322.0
2010-12-09,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,93.0,0.0,0.0,0.0,0.0,22.0,26.0,0.0,16.0,18.0,0.0,0.0,0.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,124.0,142.0,0.0,0.0,0.0,0.0,206.0,94.0,0.0,106.0,234.0,68.0,0.0,0.0,196.0,230.0,36.0,0.0,0.0,0.0,44.0,0.0,52.0,355.0,303.0,206.0,0.0,0.0,0.0,0.0,324.0,286.0,0.0,336.0,86.0,54.0,0.0,0.0,322.0,186.0,104.0
2010-12-10,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,30.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,24.0,24.0,28.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,352.0,196.0,24.0,4.0,0.0,0.0,0.0,140.0,60.0,18.0,218.0,256.0,338.0,8.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,8.0,22.0,82.0,462.0,246.0,94.0,96.0,0.0,0.0,0.0,44.0,20.0,44.0,320.0,154.0,230.0,8.0,0.0,0.0,0.0,159.0
2010-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,38.0,0.0,0.0,40.0,18.0,8.0,12.0,0.0,14.0,0.0,6.0,12.0,24.0,0.0,60.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,116.0,358.0,0.0,0.0,130.0,190.0,95.0,104.0,116.0,350.0,246.0,190.0,92.0,154.0,92.0,103.0,86.0,0.0,0.0,0.0,12.0,8.0,8.0,294.0,378.0,730.0,0.0,0.0,208.0,369.0,279.0,26.0,0.0,94.0,210.0,130.0,36.0,155.0,83.0
2010-12-12,0.0,0.0,0.0,0.0,0.0,0.0,6.0,48.0,10.0,0.0,0.0,14.0,26.0,16.0,8.0,6.0,34.0,42.0,8.0,28.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,84.0,88.0,0.0,0.0,168.0,86.0,88.0,76.0,92.0,86.0,92.0,68.0,195.0,249.0,20.0,90.0,0.0,2.0,12.0,2.0,60.0,10.0,34.0,468.0,430.0,96.0,0.0,0.0,450.0,361.0,253.0,32.0,351.0,363.0,30.0,82.0,110.0,32.0,0.0,176.0,4.0
2010-12-13,0.0,0.0,0.0,0.0,0.0,0.0,8.0,38.0,0.0,12.0,3.0,50.0,36.0,119.0,120.0,2.0,0.0,0.0,0.0,18.0,99.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,234.0,0.0,57.0,224.0,272.0,154.0,111.0,149.0,204.0,0.0,0.0,0.0,65.0,256.0,52.0,44.0,106.0,0.0,0.0,0.0,42.0,0.0,32.0,250.0,532.0,0.0,174.0,449.0,239.0,360.0,235.0,364.0,439.0,0.0,0.0,0.0,264.0,158.0,0.0,44.0,92.0
2010-12-14,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,78.0,66.0,0.0,0.0,0.0,102.0,86.0,140.0,18.0,12.0,0.0,2.0,0.0,26.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,156.0,68.0,138.0,0.0,0.0,0.0,84.0,266.0,322.0,250.0,226.0,246.0,210.0,107.0,145.0,116.0,0.0,6.0,4.0,0.0,0.0,60.0,2.0,264.0,238.0,499.0,249.0,0.0,0.0,0.0,1035.0,615.0,714.0,346.0,54.0,0.0,32.0,0.0,104.0
2010-12-15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,33.0,97.0,20.0,26.0,0.0,0.0,0.0,44.0,2.0,2.0,10.0,6.0,2.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,213.0,91.0,212.0,100.0,0.0,0.0,0.0,264.0,164.0,70.0,211.0,226.0,148.0,26.0,0.0,156.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,406.0,342.0,572.0,142.0,102.0,0.0,0.0,0.0,312.0,98.0,100.0,38.0,70.0,4.0,0.0,0.0
2010-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,34.0,0.0,6.0,74.0,0.0,0.0,38.0,4.0,0.0,30.0,26.0,6.0,16.0,6.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,27.0,175.0,170.0,0.0,158.0,134.0,0.0,0.0,92.0,90.0,12.0,128.0,118.0,260.0,266.0,228.0,134.0,390.0,152.0,0.0,0.0,2.0,0.0,4.0,24.0,296.0,464.0,0.0,132.0,418.0,0.0,0.0,464.0,28.0,0.0,284.0,144.0,2.0,190.0,14.0,0.0,209.0
2010-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,118.0,32.0,0.0,0.0,0.0,64.0,14.0,34.0,82.0,90.0,90.0,158.0,80.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,314.0,374.0,188.0,0.0,0.0,0.0,386.0,86.0,28.0,210.0,268.0,268.0,147.0,333.0,158.0,69.0,0.0,6.0,2.0,10.0,8.0,53.0,0.0,269.0,309.0,320.0,414.0,0.0,0.0,0.0,420.0,100.0,1370.0,1227.0,359.0,400.0,254.0,379.0,259.0
